Drug	pt	no_cases	total	prr
reboxetine	Transaminases increased	1	199	0.005025125628
reboxetine	Tricuspid valve incompetence	2	35	0.05714285714
reboxetine	Tumour associated fever	4	15	0.2666666667
reboxetine	Urinary hesitation	1	235	0.004255319149
reboxetine	Venous thrombosis	7	43	0.1627906977
reboxetine	Weight increased	1	2518	0.0003971405878
reboxetine	Withdrawal syndrome	4	889	0.00449943757
setraline	Abasia	197	1659	0.1187462327
setraline	Abdominal abscess	36	237	0.1518987342
setraline	Abdominal adhesions	33	299	0.110367893
setraline	Abdominal compartment syndrome	2	35	0.05714285714
setraline	Abdominal discomfort	1999	14497	0.1378905981
setraline	Abdominal distension	869	7202	0.1206609275
setraline	Abdominal hernia	102	550	0.1854545455
setraline	Abdominal hernia obstructive	5	14	0.3571428571
setraline	Abdominal infection	18	144	0.125
setraline	Abdominal injury	4	24	0.1666666667
setraline	Abdominal lymphadenopathy	1	45	0.02222222222
setraline	Abdominal mass	15	105	0.1428571429
setraline	Abdominal neoplasm	6	32	0.1875
setraline	Abdominal operation	15	71	0.2112676056
setraline	Abdominal pain	2138	16090	0.1328775637
setraline	Abdominal pain lower	183	1175	0.1557446809
setraline	Abdominal pain upper	1634	12523	0.130479917
setraline	Abdominal rigidity	10	96	0.1041666667
setraline	Abdominal sepsis	6	27	0.2222222222
setraline	Abdominal symptom	6	43	0.1395348837
setraline	Abdominal tenderness	9	143	0.06293706294
setraline	Abdominal transposition	15	15	1
setraline	Abdominal wall abscess	4	45	0.08888888889
setraline	Abdominal wall disorder	1	15	0.06666666667
setraline	Abdominal wall haematoma	26	140	0.1857142857
setraline	Abdominal wall mass	2	2	1
setraline	Abdominal wound dehiscence	1	10	0.1
setraline	Abdominoplasty	1	51	0.01960784314
setraline	Abnormal behaviour	1037	6284	0.1650222788
setraline	Abnormal clotting factor	1	6	0.1666666667
setraline	Abnormal dreams	500	4505	0.1109877913
setraline	Abnormal faeces	48	429	0.1118881119
setraline	Abnormal loss of weight	192	662	0.2900302115
setraline	Abnormal organ growth	4	11	0.3636363636
setraline	Abnormal sensation in eye	28	184	0.152173913
setraline	Abnormal sleep-related event	31	323	0.0959752322
setraline	Abnormal uterine bleeding	6	21	0.2857142857
setraline	Abnormal weight gain	261	906	0.2880794702
setraline	Abnormal withdrawal bleeding	5	12	0.4166666667
setraline	Aborted pregnancy	1	1	1
setraline	Abortion	11	92	0.1195652174
setraline	Abortion induced	68	283	0.2402826855
setraline	Abortion late	10	10	1
setraline	Abortion missed	16	61	0.262295082
setraline	Abortion spontaneous	250	2003	0.1248127808
setraline	Abortion threatened	7	14	0.5
setraline	Abscess	80	802	0.09975062344
setraline	Abscess bacterial	16	22	0.7272727273
setraline	Abscess drainage	2	33	0.06060606061
setraline	Abscess fungal	2	5	0.4
setraline	Abscess intestinal	11	77	0.1428571429
setraline	Abscess limb	41	316	0.1297468354
setraline	Abscess neck	4	52	0.07692307692
setraline	Abscess oral	30	91	0.3296703297
setraline	Abscess rupture	1	18	0.05555555556
setraline	Abulia	77	452	0.1703539823
setraline	Acanthosis nigricans	29	46	0.6304347826
setraline	Acarodermatitis	6	113	0.05309734513
setraline	Accelerated hypertension	9	32	0.28125
setraline	Accident	109	802	0.1359102244
setraline	Accidental death	27	388	0.06958762887
setraline	Accidental exposure to product	159	1296	0.1226851852
setraline	Accidental exposure to product by child	11	109	0.1009174312
setraline	Accidental overdose	264	2453	0.1076233184
setraline	Accidental poisoning	19	152	0.125
setraline	Accidental underdose	12	87	0.1379310345
setraline	Accident at home	2	36	0.05555555556
setraline	Accident at work	18	127	0.1417322835
setraline	Accommodation disorder	40	207	0.193236715
setraline	Acetabulum fracture	2	111	0.01801801802
setraline	Acetonaemia	2	5	0.4
setraline	Achromobacter infection	6	8	0.75
setraline	Acid base balance abnormal	1	5	0.2
setraline	Acidosis	121	573	0.2111692845
setraline	Acidosis hyperchloraemic	2	22	0.09090909091
setraline	Acinetobacter bacteraemia	1	9	0.1111111111
setraline	Acinetobacter infection	3	33	0.09090909091
setraline	Acne	309	2209	0.1398822997
setraline	Acne cystic	14	127	0.1102362205
setraline	Acne varioliformis	2	2	1
setraline	Acoustic stimulation tests abnormal	13	38	0.3421052632
setraline	Acquired corneal dystrophy	1	5	0.2
setraline	Acquired cystic kidney disease	2	4	0.5
setraline	Acquired gene mutation	2	17	0.1176470588
setraline	Acquired oesophageal web	5	27	0.1851851852
setraline	Acquired phimosis	1	2	0.5
setraline	Acrochordon	6	117	0.05128205128
setraline	Acromegaly	4	35	0.1142857143
setraline	Actinic keratosis	21	144	0.1458333333
setraline	Actinomycosis	2	18	0.1111111111
setraline	Action tremor	24	85	0.2823529412
setraline	Activated partial thromboplastin time prolonged	36	214	0.1682242991
setraline	Activated partial thromboplastin time shortened	4	26	0.1538461538
setraline	Activation syndrome	25	149	0.1677852349
setraline	Activities of daily living impaired	215	1625	0.1323076923
setraline	Acute abdomen	9	56	0.1607142857
setraline	Acute cardiac event	3	8	0.375
setraline	Acute coronary syndrome	67	442	0.1515837104
setraline	Acute endocarditis	1	3	0.3333333333
setraline	Acute fatty liver of pregnancy	2	5	0.4
setraline	Acute febrile neutrophilic dermatosis	8	102	0.07843137255
setraline	Acute generalised exanthematous pustulosis	24	373	0.06434316354
setraline	Acute graft versus host disease	2	16	0.125
setraline	Acute hepatic failure	72	610	0.1180327869
setraline	Acute interstitial pneumonitis	4	34	0.1176470588
setraline	Acute kidney injury	2924	23399	0.1249626052
setraline	Acute left ventricular failure	12	69	0.1739130435
setraline	Acute leukaemia	8	37	0.2162162162
setraline	Acute lung injury	9	77	0.1168831169
setraline	Acute lymphocytic leukaemia	10	71	0.1408450704
setraline	Acute lymphocytic leukaemia recurrent	3	18	0.1666666667
setraline	Acute macular neuroretinopathy	1	4	0.25
setraline	Acute megakaryocytic leukaemia	2	2	1
setraline	Acute motor axonal neuropathy	3	30	0.1
setraline	Acute motor-sensory axonal neuropathy	5	53	0.09433962264
setraline	Acute myeloid leukaemia	44	286	0.1538461538
setraline	Acute myeloid leukaemia recurrent	1	15	0.06666666667
setraline	Acute myocardial infarction	197	1205	0.1634854772
setraline	Acute myopia	2	14	0.1428571429
setraline	Acute phase reaction	1	12	0.08333333333
setraline	Acute prerenal failure	2	44	0.04545454545
setraline	Acute promyelocytic leukaemia	1	20	0.05
setraline	Acute psychosis	100	424	0.2358490566
setraline	Acute pulmonary histoplasmosis	1	6	0.1666666667
setraline	Acute pulmonary oedema	10	390	0.02564102564
setraline	Acute respiratory distress syndrome	94	922	0.1019522777
setraline	Acute respiratory failure	154	1222	0.1260229133
setraline	Acute right ventricular failure	2	4	0.5
setraline	Acute sinusitis	30	168	0.1785714286
setraline	Acute stress disorder	10	45	0.2222222222
setraline	Adactyly	4	28	0.1428571429
setraline	Addison's disease	34	109	0.3119266055
setraline	Adenocarcinoma	15	59	0.2542372881
setraline	Adenocarcinoma gastric	9	102	0.08823529412
setraline	Adenocarcinoma of colon	5	88	0.05681818182
setraline	Adenocarcinoma of salivary gland	2	2	1
setraline	Adenocarcinoma pancreas	4	62	0.06451612903
setraline	Adenoid cystic carcinoma	2	3	0.6666666667
setraline	Adenoma benign	6	38	0.1578947368
setraline	Adenomatous polyposis coli	3	12	0.25
setraline	Adenomyosis	1	38	0.02631578947
setraline	Adenotonsillectomy	1	11	0.09090909091
setraline	Adenoviral haemorrhagic cystitis	1	4	0.25
setraline	Adenovirus infection	6	30	0.2
setraline	Adenovirus test positive	1	4	0.25
setraline	Adhesion	10	69	0.1449275362
setraline	Adhesive tape use	2	6	0.3333333333
setraline	Adjustment disorder	17	243	0.06995884774
setraline	Adjustment disorder with anxiety	3	11	0.2727272727
setraline	Adjustment disorder with depressed mood	42	222	0.1891891892
setraline	Adjustment disorder with mixed anxiety and depressed mood	5	100	0.05
setraline	Administration related reaction	16	40	0.4
setraline	Administration site discolouration	1	8	0.125
setraline	Administration site erythema	1	21	0.04761904762
setraline	Administration site extravasation	5	43	0.1162790698
setraline	Administration site infection	1	2	0.5
setraline	Administration site inflammation	1	1	1
setraline	Administration site irritation	1	2	0.5
setraline	Administration site pain	7	28	0.25
setraline	Administration site pruritus	1	7	0.1428571429
setraline	Administration site rash	4	7	0.5714285714
setraline	Administration site reaction	1	18	0.05555555556
setraline	Adnexa uteri mass	11	25	0.44
setraline	Adnexa uteri pain	8	43	0.1860465116
setraline	Adrenal adenoma	4	64	0.0625
setraline	Adrenal cyst	1	30	0.03333333333
setraline	Adrenal disorder	8	96	0.08333333333
setraline	Adrenal gland cancer	2	20	0.1
setraline	Adrenal gland cancer metastatic	1	5	0.2
setraline	Adrenal haemorrhage	2	23	0.08695652174
setraline	Adrenal insufficiency	36	777	0.04633204633
setraline	Adrenal mass	8	44	0.1818181818
setraline	Adrenal neoplasm	6	36	0.1666666667
setraline	Adrenal suppression	1	12	0.08333333333
setraline	Adrenergic syndrome	3	26	0.1153846154
setraline	Adrenocortical insufficiency acute	2	46	0.04347826087
setraline	Adrenocorticotropic hormone deficiency	1	39	0.02564102564
setraline	Adult failure to thrive	1	11	0.09090909091
setraline	Advanced sleep phase	2	2	1
setraline	Adverse drug reaction	609	4524	0.1346153846
setraline	Adverse event	423	3941	0.1073331642
setraline	Adverse event following immunisation	3	28	0.1071428571
setraline	Adverse food reaction	4	29	0.1379310345
setraline	Adverse reaction	81	533	0.1519699812
setraline	Aeromonas infection	1	18	0.05555555556
setraline	Aerophagia	1	1	1
setraline	Affective disorder	247	1853	0.1332973556
setraline	Affect lability	136	6072	0.02239789196
setraline	Age-related macular degeneration	15	169	0.08875739645
setraline	Ageusia	190	1179	0.1611535199
setraline	Aggression	1097	6601	0.1661869414
setraline	Agitated depression	25	88	0.2840909091
setraline	Agitation	1551	12595	0.1231441048
setraline	Agitation neonatal	137	459	0.2984749455
setraline	Agitation postoperative	10	11	0.9090909091
setraline	Agnosia	1	8	0.125
setraline	Agonal death struggle	1	1	1
setraline	Agoraphobia	51	375	0.136
setraline	Agranulocytosis	127	1009	0.1258671952
setraline	AIDS dementia complex	1	3	0.3333333333
setraline	Airway complication of anaesthesia	1	26	0.03846153846
setraline	Akathisia	611	3096	0.1973514212
setraline	Akinesia	35	318	0.1100628931
setraline	Alagille syndrome	1	1	1
setraline	Alanine aminotransferase	1	4	0.25
setraline	Alanine aminotransferase abnormal	13	300	0.04333333333
setraline	Alanine aminotransferase decreased	6	74	0.08108108108
setraline	Alanine aminotransferase increased	474	2960	0.1601351351
setraline	Albumin globulin ratio decreased	6	17	0.3529411765
setraline	Albumin globulin ratio increased	1	3	0.3333333333
setraline	Albuminuria	1	31	0.03225806452
setraline	Albumin urine present	2	27	0.07407407407
setraline	Alcohol abuse	86	504	0.1706349206
setraline	Alcohol detoxification	1	5	0.2
setraline	Alcoholic	4	31	0.1290322581
setraline	Alcoholic hangover	1	6	0.1666666667
setraline	Alcoholic seizure	3	10	0.3
setraline	Alcohol interaction	73	408	0.1789215686
setraline	Alcohol intolerance	8	46	0.1739130435
setraline	Alcoholism	75	560	0.1339285714
setraline	Alcohol poisoning	53	347	0.1527377522
setraline	Alcohol problem	1	24	0.04166666667
setraline	Alcohol rehabilitation	1	4	0.25
setraline	Alcohol test false positive	2	10	0.2
setraline	Alcohol use	41	257	0.1595330739
setraline	Alcohol use disorder	1	34	0.02941176471
setraline	Alcohol withdrawal syndrome	10	112	0.08928571429
setraline	Aldolase increased	1	6	0.1666666667
setraline	Alexander disease	1	1	1
setraline	Alexia	1	4	0.25
setraline	Alice in wonderland syndrome	21	34	0.6176470588
setraline	Alkalosis hypochloraemic	10	21	0.4761904762
setraline	Allergic bronchitis	2	7	0.2857142857
setraline	Allergic cough	7	65	0.1076923077
setraline	Allergic oedema	7	78	0.08974358974
setraline	Allergic pharyngitis	5	7	0.7142857143
setraline	Allergic reaction to excipient	21	101	0.2079207921
setraline	Allergic respiratory symptom	8	17	0.4705882353
setraline	Allergic sinusitis	3	43	0.06976744186
setraline	Allergy to animal	13	121	0.1074380165
setraline	Allergy to arthropod sting	3	30	0.1
setraline	Allergy to chemicals	5	50	0.1
setraline	Allergy to plants	7	45	0.1555555556
setraline	Allodynia	18	266	0.06766917293
setraline	Alopecia	1757	13201	0.1330959776
setraline	Alopecia areata	21	103	0.2038834951
setraline	Alopecia totalis	2	10	0.2
setraline	Alpha-1 anti-trypsin decreased	1	3	0.3333333333
setraline	Alpha-1 anti-trypsin deficiency	2	15	0.1333333333
setraline	Alpha 1 foetoprotein amniotic fluid increased	4	4	1
setraline	Alpha haemolytic streptococcal infection	6	14	0.4285714286
setraline	Altered state of consciousness	186	2218	0.08385933273
setraline	Altered visual depth perception	13	80	0.1625
setraline	Alveolar bone resorption	15	21	0.7142857143
setraline	Alveolar osteitis	9	27	0.3333333333
setraline	Alveolar proteinosis	10	11	0.9090909091
setraline	Alveolitis	8	41	0.1951219512
setraline	Alveolitis allergic	33	60	0.55
setraline	Amaurosis fugax	16	53	0.3018867925
setraline	Amblyopia	6	18	0.3333333333
setraline	Amenorrhoea	174	610	0.2852459016
setraline	American trypanosomiasis	1	2	0.5
setraline	Amino acid level decreased	4	42	0.09523809524
setraline	Amino acid level increased	16	66	0.2424242424
setraline	Ammonia abnormal	2	25	0.08
setraline	Ammonia increased	50	214	0.2336448598
setraline	Amnesia	884	5868	0.1506475801
setraline	Amnestic disorder	13	50	0.26
setraline	Amniorrhoea	2	7	0.2857142857
setraline	Amniotic cavity infection	19	83	0.2289156627
setraline	Amniotic fluid volume decreased	8	19	0.4210526316
setraline	Amniotic fluid volume increased	15	32	0.46875
setraline	Amniotic membrane graft	1	3	0.3333333333
setraline	Amphetamines negative	1	3	0.3333333333
setraline	Amphetamines positive	5	128	0.0390625
setraline	Amputation stump pain	8	10	0.8
setraline	Amylase abnormal	1	3	0.3333333333
setraline	Amylase increased	76	227	0.3348017621
setraline	Amyloidosis	21	68	0.3088235294
setraline	Amyloid related imaging abnormalities	1	2	0.5
setraline	Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits	8	30	0.2666666667
setraline	Amyloid related imaging abnormality-oedema/effusion	11	52	0.2115384615
setraline	Amyotrophic lateral sclerosis	10	113	0.08849557522
setraline	Anaemia	1299	8359	0.1554013638
setraline	Anaemia macrocytic	23	86	0.2674418605
setraline	Anaemia neonatal	8	40	0.2
setraline	Anaemia of pregnancy	2	17	0.1176470588
setraline	Anaemia postoperative	2	22	0.09090909091
setraline	Anaemia vitamin B12 deficiency	3	17	0.1764705882
setraline	Anaesthesia	7	22	0.3181818182
setraline	Anaesthetic complication	7	79	0.08860759494
setraline	Anaesthetic complication foetal	1	1	1
setraline	Anal abscess	16	169	0.09467455621
setraline	Anal atresia	7	66	0.1060606061
setraline	Anal cancer	3	27	0.1111111111
setraline	Anal cyst	1	1	1
setraline	Anal erythema	1	4	0.25
setraline	Anal fissure	33	269	0.1226765799
setraline	Anal fissure haemorrhage	8	31	0.2580645161
setraline	Anal fistula	21	136	0.1544117647
setraline	Analgesic drug level increased	21	93	0.2258064516
setraline	Anal haemorrhage	27	108	0.25
setraline	Anal incontinence	135	770	0.1753246753
setraline	Anal pruritus	5	45	0.1111111111
setraline	Anal skin tags	3	15	0.2
setraline	Anal sphincter atony	4	20	0.2
setraline	Anal squamous cell carcinoma	1	29	0.03448275862
setraline	Anal stenosis	1	33	0.0303030303
setraline	Anal ulcer	1	9	0.1111111111
setraline	Anal ulcer haemorrhage	1	2	0.5
setraline	Anaphylactic reaction	326	2181	0.1494727189
setraline	Anaphylactic shock	78	664	0.1174698795
setraline	Anaphylactoid reaction	11	46	0.2391304348
setraline	Anaphylactoid shock	1	3	0.3333333333
setraline	Anaplastic large cell lymphoma T- and null-cell types stage IV	3	3	1
setraline	Anaplastic meningioma	2	3	0.6666666667
setraline	Anastomotic stenosis	1	5	0.2
setraline	Anastomotic ulcer	1	12	0.08333333333
setraline	Androgen deficiency	1	33	0.0303030303
setraline	Androgens decreased	1	6	0.1666666667
setraline	Anembryonic gestation	7	8	0.875
setraline	Anencephaly	31	109	0.2844036697
setraline	Aneurysm	28	234	0.1196581197
setraline	Aneurysm ruptured	3	34	0.08823529412
setraline	Anger	390	3376	0.115521327
setraline	Angina bullosa haemorrhagica	7	33	0.2121212121
setraline	Anginal equivalent	1	2	0.5
setraline	Angina pectoris	107	1254	0.08532695375
setraline	Angina unstable	20	135	0.1481481481
setraline	Angiodysplasia	1	9	0.1111111111
setraline	Angioedema	238	1702	0.1398354877
setraline	Angiofibroma	3	8	0.375
setraline	Angiogram	1	8	0.125
setraline	Angiogram abnormal	1	1	1
setraline	Angiomyolipoma	1	8	0.125
setraline	Angiopathy	22	148	0.1486486486
setraline	Angioplasty	6	43	0.1395348837
setraline	Angiosarcoma	5	10	0.5
setraline	Angle closure glaucoma	20	263	0.07604562738
setraline	Angular cheilitis	4	45	0.08888888889
setraline	Anhedonia	445	2717	0.1637835848
setraline	Animal bite	22	208	0.1057692308
setraline	Animal scratch	9	89	0.1011235955
setraline	Anion gap decreased	2	16	0.125
setraline	Anion gap increased	17	66	0.2575757576
setraline	Anisocoria	4	15	0.2666666667
setraline	Ankle arthroplasty	1	24	0.04166666667
setraline	Ankle fracture	187	1678	0.1114421931
setraline	Ankle operation	16	180	0.08888888889
setraline	Ankyloglossia congenital	20	55	0.3636363636
setraline	Ankylosing spondylitis	49	875	0.056
setraline	Anogenital dysplasia	2	10	0.2
setraline	Anogenital warts	11	88	0.125
setraline	Anomalous pulmonary venous connection	11	100	0.11
setraline	Anomaly of external ear congenital	2	30	0.06666666667
setraline	Anophthalmos	2	5	0.4
setraline	Anorectal discomfort	9	74	0.1216216216
setraline	Anorectal disorder	5	58	0.08620689655
setraline	Anorectal operation	2	14	0.1428571429
setraline	Anorexia nervosa	5	55	0.09090909091
setraline	Anorgasmia	277	881	0.314415437
setraline	Anosmia	57	207	0.2753623188
setraline	Anosognosia	3	22	0.1363636364
setraline	Anoxia	1	17	0.05882352941
setraline	Anterior chamber cell	3	8	0.375
setraline	Anterior displaced anus	3	3	1
setraline	Anterograde amnesia	11	82	0.1341463415
setraline	Antiandrogen therapy	11	11	1
setraline	Antibiotic therapy	5	60	0.08333333333
setraline	Antibody test abnormal	7	40	0.175
setraline	Antibody test positive	7	26	0.2692307692
setraline	Anticholinergic syndrome	39	674	0.05786350148
setraline	Anticoagulation drug level above therapeutic	31	69	0.4492753623
setraline	Anticoagulation drug level below therapeutic	3	19	0.1578947368
setraline	Anticonvulsant drug level abnormal	1	4	0.25
setraline	Anticonvulsant drug level below therapeutic	2	7	0.2857142857
setraline	Anticonvulsant drug level decreased	3	24	0.125
setraline	Anticonvulsant drug level increased	6	32	0.1875
setraline	Antidepressant discontinuation syndrome	4	43	0.09302325581
setraline	Antidepressant drug clearance decreased	10	13	0.7692307692
setraline	Antidepressant drug level	1	1	1
setraline	Antidepressant drug level above therapeutic	1	93	0.01075268817
setraline	Antidepressant drug level below therapeutic	1	25	0.04
setraline	Antidepressant drug level decreased	1	13	0.07692307692
setraline	Antidepressant drug level increased	24	110	0.2181818182
setraline	Antidiuretic hormone abnormality	7	12	0.5833333333
setraline	Anti factor Xa activity decreased	1	1	1
setraline	Anti-GAD antibody positive	1	2	0.5
setraline	Anti-interferon antibody positive	1	3	0.3333333333
setraline	Antineutrophil cytoplasmic antibody positive	3	23	0.1304347826
setraline	Anti-neutrophil cytoplasmic antibody positive vasculitis	4	71	0.05633802817
setraline	Antinuclear antibody increased	9	51	0.1764705882
setraline	Antinuclear antibody positive	12	131	0.09160305344
setraline	Antiphospholipid antibodies	7	55	0.1272727273
setraline	Antiphospholipid syndrome	9	73	0.1232876712
setraline	Antipsychotic drug level	1	4	0.25
setraline	Antipsychotic drug level above therapeutic	21	247	0.08502024291
setraline	Antipsychotic drug level below therapeutic	13	81	0.1604938272
setraline	Antipsychotic drug level decreased	28	69	0.4057971014
setraline	Antipsychotic drug level increased	91	446	0.2040358744
setraline	Antipsychotic drug level therapeutic	1	1	1
setraline	Antisocial behaviour	13	124	0.1048387097
setraline	Antisocial personality disorder	3	17	0.1764705882
setraline	Anti-thyroid antibody positive	19	35	0.5428571429
setraline	Anti-transglutaminase antibody	3	3	1
setraline	Anti-transglutaminase antibody increased	2	9	0.2222222222
setraline	Anuria	24	182	0.1318681319
setraline	Anxiety	4863	30085	0.1616420143
setraline	Anxiety disorder	59	595	0.09915966387
setraline	Anxiety disorder due to a general medical condition	1	11	0.09090909091
setraline	Aorta hypoplasia	22	104	0.2115384615
setraline	Aortic aneurysm	45	315	0.1428571429
setraline	Aortic aneurysm rupture	3	12	0.25
setraline	Aortic arteriosclerosis	16	136	0.1176470588
setraline	Aortic dilatation	14	59	0.2372881356
setraline	Aortic disorder	4	27	0.1481481481
setraline	Aortic dissection	8	77	0.1038961039
setraline	Aortic occlusion	2	16	0.125
setraline	Aorticopulmonary septal defect	1	3	0.3333333333
setraline	Aortic rupture	3	4	0.75
setraline	Aortic stenosis	11	131	0.08396946565
setraline	Aortic valve atresia	4	26	0.1538461538
setraline	Aortic valve disease	7	69	0.1014492754
setraline	Aortic valve incompetence	24	223	0.1076233184
setraline	Aortic valve replacement	6	40	0.15
setraline	Aortic valve sclerosis	4	32	0.125
setraline	Aortic valve stenosis	47	109	0.4311926606
setraline	Aortitis	1	12	0.08333333333
setraline	Apallic syndrome	64	141	0.4539007092
setraline	Apathy	247	1606	0.1537982565
setraline	Apgar score low	58	167	0.3473053892
setraline	Aphagia	12	37	0.3243243243
setraline	Aphasia	311	1874	0.1659551761
setraline	Aphonia	86	696	0.1235632184
setraline	Aphthous ulcer	50	481	0.103950104
setraline	Aplasia	3	31	0.09677419355
setraline	Aplasia pure red cell	6	24	0.25
setraline	Aplastic anaemia	17	119	0.1428571429
setraline	Apnoea	67	596	0.1124161074
setraline	Apnoea neonatal	7	38	0.1842105263
setraline	Apnoeic attack	15	43	0.3488372093
setraline	Apparent death	27	219	0.1232876712
setraline	Apparent life threatening event	11	21	0.5238095238
setraline	Appendicectomy	17	184	0.09239130435
setraline	Appendicitis	53	340	0.1558823529
setraline	Appendicitis perforated	18	129	0.1395348837
setraline	Appendix cancer	1	2	0.5
setraline	Appendix disorder	3	47	0.06382978723
setraline	Appetite disorder	79	441	0.179138322
setraline	Application site bruise	3	20	0.15
setraline	Application site burn	22	186	0.1182795699
setraline	Application site discharge	4	39	0.1025641026
setraline	Application site discolouration	12	117	0.1025641026
setraline	Application site discomfort	5	24	0.2083333333
setraline	Application site dryness	2	39	0.05128205128
setraline	Application site erosion	1	38	0.02631578947
setraline	Application site erythema	72	492	0.1463414634
setraline	Application site exfoliation	2	23	0.08695652174
setraline	Application site granuloma	2	2	1
setraline	Application site haemorrhage	2	31	0.06451612903
setraline	Application site hypersensitivity	1	22	0.04545454545
setraline	Application site hypoaesthesia	1	2	0.5
setraline	Application site infection	2	14	0.1428571429
setraline	Application site inflammation	2	11	0.1818181818
setraline	Application site irritation	10	80	0.125
setraline	Application site odour	1	2	0.5
setraline	Application site pain	25	209	0.1196172249
setraline	Application site pallor	1	2	0.5
setraline	Application site paraesthesia	1	5	0.2
setraline	Application site pruritus	22	138	0.1594202899
setraline	Application site rash	15	106	0.141509434
setraline	Application site reaction	6	36	0.1666666667
setraline	Application site scab	1	4	0.25
setraline	Application site scar	2	6	0.3333333333
setraline	Application site urticaria	2	4	0.5
setraline	Application site vesicles	4	36	0.1111111111
setraline	Application site warmth	1	5	0.2
setraline	Apraxia	10	118	0.08474576271
setraline	Aptyalism	4	95	0.04210526316
setraline	Arachnoid cyst	1	43	0.02325581395
setraline	Arachnoiditis	4	29	0.1379310345
setraline	Arcus lipoides	2	3	0.6666666667
setraline	Areflexia	26	187	0.1390374332
setraline	Arnold-Chiari malformation	32	156	0.2051282051
setraline	Arrested labour	4	38	0.1052631579
setraline	Arrhythmia	322	2306	0.1396357329
setraline	Arrhythmia neonatal	3	8	0.375
setraline	Arrhythmia supraventricular	12	39	0.3076923077
setraline	Arterial disorder	13	48	0.2708333333
setraline	Arterial haemorrhage	2	12	0.1666666667
setraline	Arterial injury	1	37	0.02702702703
setraline	Arterial occlusive disease	32	286	0.1118881119
setraline	Arterial repair	2	11	0.1818181818
setraline	Arterial spasm	1	7	0.1428571429
setraline	Arterial stenosis	11	46	0.2391304348
setraline	Arterial stent insertion	1	2	0.5
setraline	Arterial therapeutic procedure	1	5	0.2
setraline	Arterial thrombosis	4	58	0.06896551724
setraline	Arteriosclerosis	44	395	0.1113924051
setraline	Arteriosclerosis coronary artery	29	585	0.04957264957
setraline	Arteriospasm coronary	30	91	0.3296703297
setraline	Arteriovenous fistula	4	11	0.3636363636
setraline	Arteriovenous fistula operation	1	11	0.09090909091
setraline	Arteriovenous fistula thrombosis	1	6	0.1666666667
setraline	Arteriovenous graft	1	1	1
setraline	Arteriovenous malformation	8	54	0.1481481481
setraline	Arteritis	2	14	0.1428571429
setraline	Arthralgia	2142	19575	0.1094252874
setraline	Arthritis	349	3709	0.09409544352
setraline	Arthritis bacterial	14	116	0.1206896552
setraline	Arthritis enteropathic	2	12	0.1666666667
setraline	Arthritis infective	23	186	0.123655914
setraline	Arthritis reactive	1	14	0.07142857143
setraline	Arthrodesis	2	21	0.09523809524
setraline	Arthropathy	224	2120	0.1056603774
setraline	Arthropod bite	48	341	0.1407624633
setraline	Arthropod sting	5	53	0.09433962264
setraline	Arthroscopic surgery	2	5	0.4
setraline	Arthroscopy	1	28	0.03571428571
setraline	Articular calcification	3	5	0.6
setraline	Artificial crown procedure	5	18	0.2777777778
setraline	Ascites	54	464	0.1163793103
setraline	Asocial behaviour	4	21	0.1904761905
setraline	Aspartate aminotransferase	2	4	0.5
setraline	Aspartate aminotransferase abnormal	2	6	0.3333333333
setraline	Aspartate aminotransferase decreased	2	21	0.09523809524
setraline	Aspartate aminotransferase increased	48	380	0.1263157895
setraline	Asperger's disorder	1	19	0.05263157895
setraline	Aspergilloma	1	5	0.2
setraline	Aspergillus infection	6	78	0.07692307692
setraline	Asphyxia	85	657	0.1293759513
setraline	Aspiration	72	901	0.07991120977
setraline	Aspiration pleural cavity	7	27	0.2592592593
setraline	Aspiration pleural cavity abnormal	1	1	1
setraline	Aspirin-exacerbated respiratory disease	4	89	0.04494382022
setraline	Assisted delivery	1	1	1
setraline	Assisted fertilisation	2	2	1
setraline	Asterixis	23	59	0.3898305085
setraline	Asthenia	2483	15885	0.1563109852
setraline	Asthenopia	20	221	0.09049773756
setraline	Asthma	830	6690	0.1240657698
setraline	Asthma-chronic obstructive pulmonary disease overlap syndrome	6	17	0.3529411765
setraline	Asthma exercise induced	9	83	0.1084337349
setraline	Asthmatic crisis	7	60	0.1166666667
setraline	Astigmatism	5	74	0.06756756757
setraline	Astrocytoma	2	26	0.07692307692
setraline	Asymptomatic COVID-19	2	6	0.3333333333
setraline	Ataxia	58	606	0.09570957096
setraline	Atelectasis	33	238	0.1386554622
setraline	Athetosis	3	4	0.75
setraline	Atonic seizures	1	32	0.03125
setraline	Atrial fibrillation	501	3425	0.1462773723
setraline	Atrial flutter	43	244	0.1762295082
setraline	Atrial septal defect	326	1778	0.183352081
setraline	Atrial septal defect repair	2	11	0.1818181818
setraline	Atrial tachycardia	2	63	0.03174603175
setraline	Atrial thrombosis	1	20	0.05
setraline	Atrioventricular block	45	315	0.1428571429
setraline	Atrioventricular block complete	38	283	0.1342756184
setraline	Atrioventricular block first degree	56	341	0.1642228739
setraline	Atrioventricular block second degree	29	161	0.1801242236
setraline	Atrioventricular dissociation	2	3	0.6666666667
setraline	Atrophic vulvovaginitis	1	13	0.07692307692
setraline	Atrophy	2	40	0.05
setraline	Attention deficit hyperactivity disorder	16	104	0.1538461538
